*Input voltage 	AM1
0,1	0,000509919850561018
0,199	0,00100491292372919
0,298	0,00149990607851156
0,397	0,00199489927594432
0,496	0,00248989250074649
0,595	0,00298488574503636
0,694	0,00347987900411539
0,793	0,00397487227491517
0,892	0,0044698655553017
0,991	0,00496485884371871
1,09	0,00545985213899039
1,189	0,00595484544020201
1,288	0,00644983874662692
1,387	0,00694483205767503
1,486	0,00743982537285803
1,585	0,00793481869177114
1,684	0,00842981201406941
1,783	0,00892480533945866
1,882	0,00941979866768275
1,981	0,00991479199853624
2,08	0,0104097853317994
2,179	0,0109047786673121
2,278	0,0113997720049255
2,377	0,0118947653445016
2,476	0,0123897586737
2,575	0,012884393495874
2,674	0,0131868024799682
2,773	0,0132216094377161
2,872	0,013221640671616
2,971	0,0132216716098374
3,07	0,0132217027600543
3,169	0,0132217338467166
3,268	0,0132217649359906
3,367	0,0132217961201771
3,466	0,0132218270586873
3,565	0,0132218582960055
3,664	0,0132218892849256
3,763	0,0132219204619352
3,862	0,0132219514497349
3,961	0,0132219824984264
4,06	0,0132220137101661
4,159	0,0132220447904948
4,258	0,0132220758868919
4,357	0,0132221069004874
4,456	0,0132221380382605
4,555	0,0132221690467582
4,654	0,0132222002028071
4,753	0,0132222313657487
4,852	0,0132222623669453
4,95100000000001	0,0132222934654623
5,05000000000001	0,0132223246040788
5,14900000000001	0,0132223557039195
5,24800000000001	0,0132223867880157
5,34700000000001	0,0132224177876383
5,44600000000001	0,0132224489015868
5,54500000000001	0,0132224800641922
5,64400000000001	0,0132225110395823
5,74300000000001	0,0132225421510157
5,84200000000001	0,0132225733347349
5,94100000000001	0,013222604416897
6,04000000000001	0,0132226353708196
6,13900000000001	0,0132226665915667
6,23800000000001	0,0132226976603772
6,33700000000001	0,013222728720458
6,43600000000001	0,0132227598604489
6,53500000000001	0,0132227908895833
6,63400000000001	0,0132228219340711
6,73300000000001	0,0132228530302922
6,83200000000001	0,0132228840877937
6,93100000000001	0,0132229152898478
7,03000000000001	0,0132229463507939
7,12900000000001	0,0132229774166922
7,22800000000001	0,0132230085845538
7,32700000000001	0,0132230395777764
7,42600000000001	0,0132230707249564
7,52500000000001	0,0132231017456511
7,62400000000001	0,0132231328515134
7,72300000000001	0,013223163880794
7,82200000000001	0,0132231950976338
7,92100000000001	0,0132232261097226
8,02000000000001	0,0132232572401535
8,11900000000001	0,0132232883772367
8,21800000000001	0,013223319405746
8,31700000000001	0,0132233504927264
8,41600000000001	0,0132233815087955
8,51500000000001	0,0132234126073269
8,61400000000001	0,0132234438035376
8,71300000000001	0,0132234747653443
8,81200000000001	0,0132235058949632
8,91100000000001	0,0132235369325627
9,01000000000001	0,0132235680774379
9,10900000000001	0,0132235991861678
9,20800000000001	0,0132236303233987
9,30700000000001	0,0132236614144138
9,40600000000001	0,0132236924730381
9,50500000000001	0,013223723573641
9,60400000000001	0,013223754594645
9,70300000000001	0,0132237856705709
9,80200000000001	0,0132238168842627
9,90100000000001	0,0132238479129559
10	0,0132238789865158
 
