*Input resistance 	AM1
10	0,015157450596124
19,9	0,0151574483224914
29,8	0,0151574460488591
39,7	0,0151574437752276
49,6	0,0151574415015972
59,5	0,015157439227967
69,4	0,0151574369543384
79,3	0,0151574346807093
89,2	0,0151574324070772
99,1	0,0151574301319601
109	0,0151574273652923
118,9	0,0151572624130059
128,8	0,0151264423239336
138,7	0,0149220522148065
148,6	0,0146193618086507
158,5	0,0143275660247079
168,4	0,014047228399875
178,3	0,0137776859548663
188,2	0,0135183262149286
198,1	0,013268581765046
208	0,0130279269845081
217,9	0,0127958737716529
227,8	0,0125719682395056
237,7	0,0123557881593049
247,6	0,0121469400267229
257,5	0,0119450563023135
267,4	0,0117497941137713
277,3	0,0115608322212982
287,2	0,0113778703713528
297,1	0,0112006265957209
307	0,0110288369146285
316,9	0,0108622526914499
326,8	0,0107006408573317
336,7	0,0105437815326471
346,6	0,0103914680051393
356,5	0,0102435051640854
366,4	0,0100997088408954
376,3	0,00995990552020451
386,2	0,00982393074741347
396,1	0,00969162936816878
406	0,00956285412202587
415,9	0,00943746570625218
425,8	0,0093153322053121
435,7	0,0091963283729762
445,6	0,00908033518347373
455,5	0,00896723966978736
465,4	0,00885693443505401
475,3	0,00874931744659407
485,2	0,00864429147068349
495,099999999999	0,00854176388005327
504,999999999999	0,00844164647635242
514,9	0,00834385518030934
524,799999999999	0,00824830978894719
534,699999999999	0,00815493367653552
544,599999999999	0,00806365364384867
554,499999999999	0,00797439995516238
564,399999999999	0,00788710573720764
574,299999999999	0,00780170698927467
584,199999999999	0,00771814276619913
594,099999999999	0,00763635429046847
603,999999999999	0,00755628565445133
613,899999999999	0,00747788310326633
623,799999999999	0,00740109504712363
633,699999999999	0,00732587208913263
643,599999999999	0,00725216674857367
653,499999999999	0,00717993364620237
663,399999999999	0,00710912894584563
673,299999999999	0,00703971066205039
683,199999999999	0,00697163847033704
693,099999999999	0,0069048735382099
702,999999999999	0,00683937845679067
712,899999999999	0,00677511736297761
722,799999999999	0,00671205565820531
732,699999999999	0,00665016004089952
742,599999999999	0,0065893983989013
752,499999999999	0,00652973988039982
762,399999999999	0,00647115464142711
772,299999999999	0,00641361396889697
782,199999999999	0,00635709011981869
792,099999999999	0,00630155631855234
801,999999999999	0,00624698683204392
811,899999999999	0,00619335670415955
821,799999999999	0,00614064179647051
831,699999999999	0,00608881892752445
841,599999999999	0,00603786564693432
851,499999999999	0,00598776012932714
861,399999999999	0,00593848142882566
871,299999999999	0,00589000918978687
881,199999999999	0,00584232384026851
891,099999999999	0,00579540622749275
900,999999999999	0,00574923805541027
910,899999999999	0,00570380143767901
920,799999999999	0,00565907913622255
930,699999999999	0,00561505435554434
940,599999999999	0,00557171095939978
950,499999999998	0,00552903317180089
960,399999999998	0,00548700582337714
970,299999999998	0,00544561415887369
980,199999999998	0,0054048437278425
990,099999999998	0,00536468073678505
999,999999999998	0,00532511168736339
1000	0,00532511168049612
 
