*Input voltage 	AM1
0,1	0,000309043459378846
0,199	0,000609040286970897
0,298	0,000909037153068423
0,397	0,00120903403928952
0,496	0,00150903093842407
0,595	0,00180902784675426
0,694	0,00210902476206274
0,793	0,00240902168290215
0,892	0,00270901860826496
0,991	0,00300901553741757
1,09	0,00330901246980477
1,189	0,00360900940499525
1,288	0,00390900634264575
1,387	0,00420900328247822
1,486	0,00450900022426226
1,585	0,00480899716780707
1,684	0,00510899411294872
1,783	0,0054089910595525
1,882	0,00570898800749253
1,981	0,00600898495666706
2,08	0,0063089819069849
2,179	0,00660897885836543
2,278	0,00690897581073646
2,377	0,00720897276403504
2,476	0,00750896971820035
2,575	0,00780896667318812
2,674	0,00810896362894547
2,773	0,00840896058543234
2,872	0,00870895754260818
2,971	0,00900895450043847
3,07	0,00930895145889256
3,169	0,00960894841793707
3,268	0,00990894537636812
3,367	0,0102089395788578
3,466	0,0105033621122423
3,565	0,0106361878461732
3,664	0,0106490910038002
3,763	0,0106491160888317
3,862	0,010649141222145
3,961	0,0106491663006031
4,06	0,0106491913448445
4,159	0,0106492164059656
4,258	0,010649241433774
4,357	0,0106492665590174
4,456	0,0106492916101712
4,555	0,0106493165594038
4,654	0,010649341702585
4,753	0,0106493667136166
4,852	0,010649391786584
4,95100000000001	0,0106494168532127
5,05000000000001	0,0106494419180081
5,14900000000001	0,010649466948619
5,24800000000001	0,0106494920620071
5,34700000000001	0,0106495171351896
5,44600000000001	0,0106495422238063
5,54500000000001	0,0106495673230862
5,64400000000001	0,0106495923481228
5,74300000000001	0,0106496174372261
5,84200000000001	0,0106496425283512
5,94100000000001	0,0106496675270916
6,04000000000001	0,0106496925686944
6,13900000000001	0,0106497176876171
6,23800000000001	0,0106497426991333
6,33700000000001	0,0106497678525958
6,43600000000001	0,0106497928518804
6,53500000000001	0,0106498179055989
6,63400000000001	0,0106498430304261
6,73300000000001	0,010649867982035
6,83200000000001	0,0106498930935187
6,93100000000001	0,0106499181525423
7,03000000000001	0,0106499432815344
7,12900000000001	0,0106499682481032
7,22800000000001	0,0106499933452764
7,32700000000001	0,0106500184328192
7,42600000000001	0,0106500435433668
7,52500000000001	0,0106500685838255
7,62400000000001	0,010650093595176
7,72300000000001	0,0106501186735211
7,82200000000001	0,0106501438184233
7,92100000000001	0,0106501687529609
8,02000000000001	0,0106501939154357
8,11900000000001	0,0106502189711769
8,21800000000001	0,0106502439700059
8,31700000000001	0,0106502691082148
8,41600000000001	0,0106502941270828
8,51500000000001	0,010650319190978
8,61400000000001	0,0106503442798228
8,71300000000001	0,0106503693594353
8,81200000000001	0,0106503943465132
8,91100000000001	0,0106504194661231
9,01000000000001	0,0106504445213577
9,10900000000001	0,0106504695761983
9,20800000000001	0,0106504946468312
9,30700000000001	0,0106505197151922
9,40600000000001	0,0106505447383641
9,50500000000001	0,0106505699144055
9,60400000000001	0,0106505949768711
9,70300000000001	0,0106506199958968
9,80200000000001	0,0106506449746984
9,90100000000001	0,0106506700759623
10	0,010650695166889
 
