*Input voltage 	AM1
0,1	0,000309044536558568
0,199	0,000609042409595619
0,298	0,000909040321137831
0,397	0,00120903825280386
0,496	0,00150903619738425
0,595	0,00180903415115909
0,694	0,00210903211191285
0,793	0,00240903007819752
0,892	0,00270902804900592
0,991	0,00300902602360351
1,09	0,00330902400143619
1,189	0,00360902198207249
1,288	0,00390901996516839
1,387	0,00420901795044619
1,486	0,00450901593767565
1,585	0,00480901392666541
1,684	0,00510901191725287
1,783	0,00540900990930243
1,882	0,00570900790268807
1,981	0,00600900589730804
2,08	0,00630900389307135
2,179	0,0066090018898969
2,278	0,00690899988771346
2,377	0,0072089978864574
2,476	0,0075089958860705
2,575	0,00780899388650209
2,674	0,00810899188770456
2,773	0,0084089898896366
2,872	0,00870898789225805
2,971	0,00900898589553509
3,07	0,00930898389943328
3,169	0,00960898190392428
3,268	0,00990897990898015
3,367	0,0102089779145759
3,466	0,0105089759206869
3,565	0,0108089739272915
3,664	0,0111089719343694
3,763	0,011408969941899
3,862	0,0117089679498706
3,961	0,0120089659582597
4,06	0,0123089639670521
4,159	0,0126089619762338
4,258	0,0129089599857921
4,357	0,0132089579957118
4,456	0,0135089560059817
4,555	0,0138089540165912
4,654	0,014108952027528
4,753	0,0144089500387814
4,852	0,0147089480503419
4,95100000000001	0,0150089460619967
5,05000000000001	0,0153089440415254
5,14900000000001	0,0156089368532305
5,24800000000001	0,01590811751958
5,34700000000001	0,0161552925916601
5,44600000000001	0,0162441941079864
5,54500000000001	0,0162442061538914
5,64400000000001	0,0162442183278744
5,74300000000001	0,0162442304817479
5,84200000000001	0,0162442426675575
5,94100000000001	0,0162442547215821
6,04000000000001	0,0162442668956312
6,13900000000001	0,0162442791051921
6,23800000000001	0,0162442912420986
6,33700000000001	0,016244303244286
6,43600000000001	0,0162443154897529
6,53500000000001	0,0162443275767527
6,63400000000001	0,0162443396640503
6,73300000000001	0,0162443517251933
6,83200000000001	0,0162443638226749
6,93100000000001	0,0162443759969978
7,03000000000001	0,0162443880789792
7,12900000000001	0,0162444003645665
7,22800000000001	0,0162444125308392
7,32700000000001	0,0162444245296184
7,42600000000001	0,0162444367416201
7,52500000000001	0,0162444488867594
7,62400000000001	0,0162444609266959
7,72300000000001	0,0162444731067022
7,82200000000001	0,0162444852506584
7,92100000000001	0,0162444974274598
8,02000000000001	0,0162445095141603
8,11900000000001	0,0162445216750528
8,21800000000001	0,016244533651638
8,31700000000001	0,0162445459344889
8,41600000000001	0,0162445580115836
8,51500000000001	0,0162445701871367
8,61400000000001	0,01624458219371
8,71300000000001	0,0162445943487622
8,81200000000001	0,0162446065417501
8,91100000000001	0,0162446185468285
9,01000000000001	0,0162446307557566
9,10900000000001	0,0162446428652508
9,20800000000001	0,0162446549670971
9,30700000000001	0,0162446671199119
9,40600000000001	0,0162446793372757
9,50500000000001	0,016244691503446
9,60400000000001	0,0162447035709923
9,70300000000001	0,0162447157365598
9,80200000000001	0,0162447278673319
9,90100000000001	0,0162447398507919
10	0,0162447520200751
 
