*Input resistance 	AM1
10	0,05001955995805
19,9	0,0500195351982958
29,8	0,0500195052378522
39,7	0,0487267115149671
49,6	0,0455982271050041
59,5	0,0428492238459061
69,4	0,040414428091287
79,3	0,0382427632642332
89,2	0,0362936676923117
99,1	0,0345345198103814
109	0,0329387850261898
118,9	0,0314846561105608
128,8	0,0301540460290665
138,7	0,0289318260957036
148,6	0,0278052441661136
158,5	0,0267634748616498
168,4	0,0257972704096631
178,3	0,0248986805795749
188,2	0,0240608342809498
198,1	0,0232777626673154
208	0,0225442537812717
217,9	0,0218557384948155
227,8	0,0212081925290416
237,7	0,0205980580342126
247,6	0,0200221784572023
257,5	0,0194777424913568
267,4	0,0189622390523473
277,3	0,0184734176144701
287,2	0,018009255251958
297,1	0,0175679289161719
307	0,0171477908585409
316,9	0,0167473488500008
326,8	0,0163652470395549
336,7	0,0160002515830969
346,6	0,0156512372914034
356,5	0,0153171752558849
366,4	0,0149971231970108
376,3	0,0146902168170336
386,2	0,0143956608437241
396,1	0,0141127236853929
406	0,0138407299308473
415,9	0,0135790559444741
425,8	0,0133271242718153
435,7	0,0130844000681275
445,6	0,012850387053422
455,5	0,0126246236411685
465,4	0,0124066806417805
475,3	0,012196157976255
485,2	0,0119926824892991
495,099999999999	0,011795905689691
504,999999999999	0,0116055018177071
514,9	0,0114211655091889
524,799999999999	0,0112426110093805
534,699999999999	0,0110695700707016
544,599999999999	0,010901790981501
554,499999999999	0,0107390369372902
564,399999999999	0,0105810852714686
574,299999999999	0,0104277260469353
584,199999999999	0,0102787616877566
594,099999999999	0,0101340058921163
603,999999999999	0,00999328224587947
613,899999999999	0,00985642455580251
623,799999999999	0,00972327529667106
633,699999999999	0,00959368585547343
643,599999999999	0,00946751483839454
653,499999999999	0,00934462882873046
663,399999999999	0,00922490092967934
673,299999999999	0,00910821075236862
683,199999999999	0,00899444414600317
693,099999999999	0,00888349219762969
702,999999999999	0,00877525183417512
712,899999999999	0,00866962456417556
722,799999999999	0,00856651694660905
732,699999999999	0,00846583962810218
742,599999999999	0,00836750757922732
752,499999999999	0,00827143983114329
762,399999999999	0,00817755893165847
772,299999999999	0,0080857908191305
782,199999999999	0,00799606506726689
792,099999999999	0,00790831407800452
801,999999999999	0,00782247328020623
811,899999999999	0,00773848091705017
821,799999999999	0,00765627782491842
831,699999999999	0,00757580745422499
841,599999999999	0,0074970154306431
851,499999999999	0,00741984975904762
861,399999999999	0,00734426055076236
871,299999999999	0,00727019997080655
881,199999999999	0,00719762200131325
891,099999999999	0,00712648245036575
900,999999999999	0,00705673912963284
910,899999999999	0,00698835111561567
920,799999999999	0,0069212793098999
930,699999999999	0,00685548601151109
940,599999999999	0,0067909348975719
950,499999999998	0,0067275912656934
960,399999999998	0,00666542134912878
970,299999999998	0,00660439289994941
980,199999999998	0,00654447461314924
990,099999999998	0,00648563655778629
999,999999999998	0,00642784961834812
1000	0,00642784967117814
 
