*Input resistance 	CB68
10	5,15353385254524
19,9	5,30359246125979
29,8	5,45365102494912
39,7	5,60370954361335
49,6	5,75376801725263
59,5	5,9038264458667
69,4	6,05388482945609
79,3	6,20394316801997
89,2	6,3540014615573
99,1	6,50405970943202
109	6,65411769645234
118,9	6,80410282037124
128,8	6,94001944815022
138,7	6,993969488686
148,6	6,99682299877358
158,5	6,99900455639301
168,4	7,00111866779921
178,3	7,00316868466642
188,2	7,00515787336867
198,1	7,00708903979308
208	7,00896500325062
217,9	7,01078832306927
227,8	7,01256131279668
237,7	7,01428628269649
247,6	7,01596541241768
257,5	7,01760055173504
267,4	7,01919373069522
277,3	7,02074653777038
287,2	7,02226079194752
297,1	7,0237378878344
307	7,02517951180105
316,9	7,02658682117655
326,8	7,02796135140567
336,7	7,02930420087242
346,6	7,03061666908488
356,5	7,03189983352943
366,4	7,03315466479444
376,3	7,03438236422216
386,2	7,03558375070924
396,1	7,03675988319092
406	7,0379114859211
415,9	7,03903938688051
425,8	7,04014448051315
435,7	7,04122754371231
445,6	7,04228921784662
455,5	7,04333018969199
465,4	7,04435110272012
475,3	7,04535266698231
485,2	7,0463354638612
495,099999999999	7,04730002481054
504,999999999999	7,04824691115409
514,9	7,0491766715443
524,799999999999	7,05008983833705
534,699999999999	7,05098686088649
544,599999999999	7,05186815079571
554,499999999999	7,05273428428379
564,399999999999	7,0535856360256
574,299999999999	7,05442253000481
584,199999999999	7,05524554903273
594,099999999999	7,05605486543306
603,999999999999	7,05685100431083
613,899999999999	7,05763430866203
623,799999999999	7,05840505772499
633,699999999999	7,05916360097138
643,599999999999	7,05991019722049
653,499999999999	7,06064529177224
663,399999999999	7,06136906566765
673,299999999999	7,06208182078172
683,199999999999	7,06278387917648
693,099999999999	7,06347549242037
702,999999999999	7,06415684482293
712,899999999999	7,06482825132976
722,799999999999	7,0654899379278
732,699999999999	7,06614213874394
742,599999999999	7,06678504485753
752,499999999999	7,06741893997986
762,399999999999	7,06804398698308
772,299999999999	7,06866041343817
782,199999999999	7,06926838875565
792,099999999999	7,06986806913286
801,999999999999	7,07045973062205
811,899999999999	7,07104351734747
821,799999999999	7,07161952695092
831,699999999999	7,07218801288545
841,599999999999	7,07274916708467
851,499999999999	7,07330303084197
861,399999999999	7,07384982897954
871,299999999999	7,07438966585913
881,199999999999	7,07492278895827
891,099999999999	7,07544918248088
900,999999999999	7,07596912681591
910,899999999999	7,07648268617641
920,799999999999	7,07699002730849
930,699999999999	7,0774911922462
940,599999999999	7,07798639555992
950,499999999998	7,0784756740844
960,399999999998	7,0789592226974
970,299999999998	7,07943717401137
980,199999999998	7,07990947564134
990,099999999998	7,08037637021657
999,999999999998	7,08083794666585
1000	7,08083793753126
 
