*Input resistance 	AM1
10	0,0204603888523831
19,9	0,0198920691624025
29,8	0,0193545886543192
39,7	0,0188454984010832
49,6	0,0183626032477342
59,5	0,0179039284823417
69,4	0,017467693751478
79,3	0,0170522885359534
89,2	0,0166562535274266
99,1	0,0162782625494964
109	0,0159171076809706
118,9	0,0155716870949256
128,8	0,0152409927668029
138,7	0,0149241011768817
148,6	0,0146201643444611
158,5	0,0143284027171936
168,4	0,0140480978340801
178,3	0,0137785869763191
188,2	0,0135192574329234
198,1	0,0132695422460156
208	0,0130289154100804
217,9	0,0127968892347616
227,8	0,0125730099669189
237,7	0,0123568551384989
247,6	0,0121480313359248
257,5	0,0119461711063688
267,4	0,0117509317160868
277,3	0,011561991894705
287,2	0,0113790512681937
297,1	0,0112018282805144
307	0,0110300585040098
316,9	0,0108634937965013
326,8	0,0107019006871398
336,7	0,0105450597999485
346,6	0,0103927638711809
356,5	0,0102448183018121
366,4	0,0101010388170756
376,3	0,00996125180376693
386,2	0,00982529289487563
396,1	0,00969300681817972
406	0,00956424657647991
415,9	0,00943887278785641
425,8	0,0093167535685555
435,7	0,00919776344189042
445,6	0,00908178376313441
455,5	0,00896870135414793
465,4	0,00885840909900012
475,3	0,00875080456899889
485,2	0,00864579084242717
495,099999999999	0,00854327515757851
504,999999999999	0,0084431693893058
514,9	0,00834538944162894
524,799999999999	0,00824985515537596
534,699999999999	0,00815648993591923
544,599999999999	0,00806522050633097
554,499999999999	0,00797597716052237
564,399999999999	0,00788869307121919
574,299999999999	0,00780330437602737
584,199999999999	0,00771974979662079
594,099999999999	0,00763797085924054
603,999999999999	0,00755791154891644
613,899999999999	0,00747951802140775
623,799999999999	0,00740273891918602
633,699999999999	0,0073275246604938
643,599999999999	0,00725382792508445
653,499999999999	0,00718160323914154
663,399999999999	0,00711080677787661
673,299999999999	0,00704139654748155
683,199999999999	0,00697333228548536
693,099999999999	0,00690657501494074
702,999999999999	0,0068410876029271
712,899999999999	0,0067768339334064
722,799999999999	0,00671377956309952
732,699999999999	0,00665189116017954
742,599999999999	0,00659113657196437
752,499999999999	0,00653148504277921
762,399999999999	0,00647290657326948
772,299999999999	0,00641537254168863
782,199999999999	0,00635885524967532
792,099999999999	0,00630332793755397
801,999999999999	0,00624876480059549
811,899999999999	0,00619514084974377
821,799999999999	0,0061424320877799
831,699999999999	0,00609061523601156
841,599999999999	0,00603966777892752
851,499999999999	0,00598956809854327
861,399999999999	0,00594029509074373
871,299999999999	0,00589182855983312
881,199999999999	0,00584414865117132
891,099999999999	0,00579723655883439
900,999999999999	0,0057510737212792
910,899999999999	0,0057056423733864
920,799999999999	0,00566092523464234
930,699999999999	0,00561690559720623
940,599999999999	0,00557356721105275
950,499999999998	0,00553089443579378
960,399999999998	0,00548887193151578
970,299999999998	0,00544748506137401
980,199999999998	0,00540671937928642
990,099999999998	0,00536656102893304
999,999999999998	0,00532699655532795
1000	0,00532699656349356
 
