*Input resistance 	AM1
10	0,0204625857887769
19,9	0,0198940640499038
29,8	0,0193563926335559
39,7	0,018847121871263
49,6	0,0183640552705065
59,5	0,0179052180439554
69,4	0,0174688287058988
79,3	0,0170532764529146
89,2	0,0166571013260785
99,1	0,0162789766418817
109	0,0159176941336832
118,9	0,0155721515314749
128,8	0,0152413405153666
138,7	0,0149243370704694
148,6	0,0146202930918763
158,5	0,0143284286042579
168,4	0,0140480250554789
178,3	0,013778419152879
188,2	0,0135189985034711
198,1	0,0132691952663125
208	0,0130284839258132
217,9	0,0127963762259239
227,8	0,0125724181473903
237,7	0,0123561875194141
247,6	0,0121472903880001
257,5	0,0119453593508189
267,4	0,011750051351902
277,3	0,0115610452709953
287,2	0,0113780406410272
297,1	0,0112007554137768
307	0,0110289255546452
316,9	0,0108623024019144
326,8	0,01070065272919
336,7	0,0105437568456152
346,6	0,0103914077951868
356,5	0,0102434103532162
366,4	0,0100995806239735
376,3	0,00995974472392357
386,2	0,00982373826631683
396,1	0,00969140591635934
406	0,00956260067993631
415,9	0,00943718311520196
425,8	0,00931502121465518
435,7	0,00919598962871692
445,6	0,00907996943356406
455,5	0,00896684768064492
465,4	0,0088565168737369
475,3	0,00874887486453982
485,2	0,00864382439743407
495,099999999999	0,008541272962408
504,999999999999	0,0084411324086669
514,9	0,00834331833980985
524,799999999999	0,00824775074498557
534,699999999999	0,0081543530364477
544,599999999999	0,00806305180520246
554,499999999999	0,00797377743564895
564,399999999999	0,00788646297806755
574,299999999999	0,00780104449630291
584,199999999999	0,00771746077049918
594,099999999999	0,00763565348095435
603,999999999999	0,00755556628919783
613,899999999999	0,00747714551763846
623,799999999999	0,00740033968110918
633,699999999999	0,00732509929719617
643,599999999999	0,00725137691266371
653,499999999999	0,00717912710546135
663,399999999999	0,00710830605749571
673,299999999999	0,00703887175400907
683,199999999999	0,00697078380286943
693,099999999999	0,00690400333683044
702,999999999999	0,00683849317355056
712,899999999999	0,00677421723433561
722,799999999999	0,00671114097292099
732,699999999999	0,00664923107064542
742,599999999999	0,00658845544187697
752,499999999999	0,00652878311866634
762,399999999999	0,0064675539478166
772,299999999999	0,00640440826784374
782,199999999999	0,00634128106230695
792,099999999999	0,0062777737799509
801,999999999999	0,00621336607554115
811,899999999999	0,00614750853800803
821,799999999999	0,00607995388637303
831,699999999999	0,00601116263250075
841,599999999999	0,00594213616536134
851,499999999999	0,00587376925842545
861,399999999999	0,00580655793998316
871,299999999999	0,00574070246819746
881,199999999999	0,00567625719482904
891,099999999999	0,00561321556532814
900,999999999999	0,00555154763216557
910,899999999999	0,0054912152610233
920,799999999999	0,00543217812902316
930,699999999999	0,00537439606303032
940,599999999999	0,00531782993026288
950,499999999998	0,00526244195313631
960,399999999998	0,00520819579344763
970,299999999998	0,00515505654434133
980,199999999998	0,00510299068623576
990,099999999998	0,00505196602984083
999,999999999998	0,00500195165581842
1000	0,00500195165581814
 
